HoCoNum,HoCoName,ProvName,DBAName,StateFIPS,Pop_Served
130296,Clearwire Corporation,Clearwire Corporation,Clearwire,48,57657
130296,Clearwire Corporation,Clearwire Corporation,Clearwire,53,124574
130296,Clearwire Corporation,Clearwire Corporation,Clearwire Corporation,09,1855774
130296,Clearwire Corporation,Clearwire Corporation,Clearwire Corporation,13,3132992
130296,Clearwire Corporation,Clearwire Corporation,Clearwire Corporation,17,7998500
130296,Clearwire Corporation,Clearwire Corporation,Clearwire Corporation,34,4141872
130296,Clearwire Corporation,Clearwire Corporation,Clearwire Corporation,40,107
130296,Clearwire Corporation,CLEARWIRE CORPORATION,CLEAR,51,1476313
130296,Clearwire Corporation,"Clear Wireless, LLC",Clearwire,08,1922393
130299,Climax Telephone Company,Climax Telephone Company,CTS Telecom,26,3518
900467,Clinton Cable Inc,Clinton Cable Inc,Clinton Cable Inc,05,9293
130300,Clinton County Telephone Company,"Great Lakes Comnet, Inc.",Westphalia Telephone Company,26,3197
190093,Cloud Alliance LLC,"Cloud Alliance, LLC",Cloud Alliance,50,20309
260008,Cloverland Electric Cooperative,"Lighthouse Computers, Inc.",Lighthouse.Net,26,35124
130302,C-M-L Telephone Cooperative Association,C-M-L Telephone Cooperative Association,C-M-L Telephone Cooperative Association,19,1608
170025,CMS Internet LLC,CMSInter.net LLC,CMSInter.net,26,118206
902054,"CNSP, Internet","CNSP, Internet",CNSP Internet,35,931132
900004,"Coastal-Link Communications, LLC","Coastal-Link Communications, LLC",Coastal-Link Communications,48,18230
130303,Coast Communications Co. Inc.,"CoastCom, Inc","CoastCom, Inc",41,70821
130303,Coast Communications Co. Inc.,Coast Communications Co. Inc.,Coast Communications Co. Inc.,53,7937
190094,Coaxial Cable TV Corporation,Coaxial Cable TV Corp,Coaxial Cable TV Corp,42,19124
130305,Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company,55,2287
900411,Coeur d`Alene Tribe,Coeur d`Alene Tribe,Red Spectrum Communication,16,3869
200014,Cogent Communications Group,Cogent Communication Inc.,Cogent Communication,44,86
200014,Cogent Communications Group,Cogent Communications Group,Cogent Communications,36,37567
200014,Cogent Communications Group,Cogent Communications Group,Cogent Communications Group,24,66
200014,Cogent Communications Group,"Cogent Communications, Inc","Cogent Communications, Inc",40,980
200014,Cogent Communications Group,"Cogent Communications, Inc","Cogent Communications, Inc",53,665
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",08,1513
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",09,573
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",11,1542
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",13,5474
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",20,203
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",22,0
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",29,190
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",34,325
200014,Cogent Communications Group,"Cogent Communications, Inc.","Cogent Communications, Inc.",42,3215
190096,Coldwater Board of Public Utilities,Coldwater Board of Public Utilities,Coldwater Board of Public Utilities,26,16396
130307,"Coleman County Telephone Cooperative, Inc.","Coleman County Telecommunications, LTD",Web-Access,48,11433
130307,"Coleman County Telephone Cooperative, Inc.",Coleman County Telephone Cooperative,Coleman County Telephone Cooperative,48,3869
130309,COLI Inc.,"COLI, Inc.",Chain of Lakes Internet,26,133059
250028,"Collins Communications, Inc.","Collins Communications, Inc.","Collins Communications, Inc.",56,75486
900101,"Colorado Mobile Inet, LLC","Colorado Mobile Inet,  LLC","Colorado Mobile Inet,  LLC",08,21776
130311,"Colorado Valley Telephone Cooperative, Inc.","Colorado Valley Communications, Inc.","Colorado Valley Communications, Inc.",48,25998
902005,Colorado Wireless Exchange Cooperative,Colorado Wireless Exchange Cooperative,Colorado Wireless Exchange Cooperative,08,89503
130310,Colo Telephone Company,Colo Telephone Company,Colo Telephone Company,19,1542
130312,Colton Telephone Company,Colton Telephone,Coltontel,41,2633
270027,Columbia Energy LLC,"Columbia Energy, LLC","Columbia Energy, LLC",53,169660
900386,Columbia Power & Water Systems,Columbia Power & Water Systems,CPWS; CPWS Broadband,47,32217
130314,Columbus Telephone Company,Columbus Telephone Company,Columbus Telephone Company,20,3390
130317,Comcast Corporation,Comcast Cable Communications LLC.,Comcast,10,772002
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,08,3972658
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,18,3855
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,20,135051
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,26,5950626
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,27,2454281
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,29,1865
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,34,4780579
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,48,5189114
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,54,14974
130317,Comcast Corporation,"Comcast Cable Communications, LLC",Comcast,55,84698
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,05,377966
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,09,1842731
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,10,3411
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,12,11096248
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,13,5938462
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,17,9887186
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,18,3860817
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,21,217513
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,22,498187
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,24,5087606
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,25,5627974
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,28,1008118
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,29,325092
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,33,935389
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,35,1200474
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,39,155210
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,41,2397982
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,42,8747335
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,45,583562
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,47,3655086
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,49,2269955
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,51,3776711
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,53,5082789
130317,Comcast Corporation,"Comcast Cable Communications, LLC.",Comcast,54,488217
130317,Comcast Corporation,"Comcast Cable Communications Management, LLC.",Comcast,06,12193968
130317,Comcast Corporation,"Comcast, LLC",Comcast,50,417127
130317,Comcast Corporation,"Comcast of Alabama, Inc.",Comcast,01,837124
130317,Comcast Corporation,Comcast of Arizona,Comcast,04,4058
130317,Comcast Corporation,Comcast of Arizona Inc,Comcast,04,326349
130317,Comcast Corporation,"Comcast of California Idaho, Inc.",Comcast,16,851
130317,Comcast Corporation,"Comcast of Connecticut-Georgia-Massachusetts-New Hampshire-New York-North Carolina-Virginia-Vermont, LLC",Comcast,37,5110
130317,Comcast Corporation,"Comcast of Maine-New Hampshire, Inc",Comcast,23,87380
130317,Comcast Corporation,"Comcast of Maine-New Hampshire, Inc.",Comcast,23,6651
130317,Comcast Corporation,"Comcast of New York, LLC",Comcast,36,109695
130317,Comcast Corporation,"Comcast of the District, LLC",Comcast,11,606270
900401,Communication  Construction Services,Communication Construction Services,American Warrior Network,22,8435
130321,"Communications 1 Network, Inc.","Communications 1 Network, Inc.","Communications 1 Network, Inc.",19,3954
210020,Communications Access Cooperative Holding Enterprise,Communications Access Cooperative Holding Enterprise,Communications Access Cooperative Holding Enterprise,41,20596
900023,Communications Corporation of Indiana,COMMUNICATIONS CORPORATION OF SOUTHERN INDIANA,TDS TELECOM,18,3649
190001,"@ Communications, Inc.","@ Communications, Inc.",Cape Lookout Internet Services,37,2983397
130322,"Community Antenna Service, Inc.","Community Antenna Service, Inc.","Community Antenna Service, Inc.",54,98153
900327,"Community Antenna System, Inc. ","Community Antenna System, Inc.","Community Antenna System, Inc.",55,2802
902066,Community Broadband,Community Broadband,Community Broadband,41,83393
190101,Community Cable Television Agency of O'Brien County,The Community Cable Television Agency of O'Brien County,The Community Agency (TCA),19,14409
170032,Community Cablevision Company,Community Cable & Broadband,Community Cable & Broadband,40,25547
900594,Community Communications Company,Community Communications Company,Community Cablevision,05,10160
130324,"Community Digital Wireless, LLC","Community Digital Wireless, LLC",Community Digital Wireless,19,40725
170033,Community Fiber Network LLC,"Community Fiber Networks, LLC",Highlands Fiber Network,53,10151
900395,Community Telecom Services,Community Telecom Services,Community Telecom Services,21,7811
130327,"Community Telephone Co., Inc.",Community Telephone Company,Comcell,48,3540
131129,"CommunityTel, Inc.",Ronan Telephone Company,Ronan Telephone Company,30,7720
900759,"Community Wireless Of Charlestown, LLC","Community Wireless Of Charlestown, LLC","Community Wireless Of Charlestown, LLC",18,140704
902055,"Comnet Wireless, Inc.","Comnet Wireless, Inc.","Choice Communications, LLC",32,82075
901014,"Co-Mo Comm, Inc.","Co-Mo Comm, Inc.",Co-Mo Connect,29,5221
900368,Comporium Wireless,Comporium Wireless,Comporium Communications,45,302179
190103,"Computer Dynamics of NW Illinois, LLC",Computer Dynamics,JCWIFI,17,77053
190103,"Computer Dynamics of NW Illinois, LLC",JCWIFI.com,JCWIFI.com,55,2565
130331,"Computer Sales & Services, Inc.","Computer Sales & Services, Inc.","Computer Sales & Services, Inc.",22,221285
902046,"Computers & Tele-Comm, Inc.","Computers & Tele-Comm, Inc.",CTC Wireless Internet,29,288205
130334,ComSouth Corporation,ComSouth Corporation,ComSouth,13,81882
190104,Comspan Communications,"Comspan Communications, Inc.","Comspan Communications, Inc.",41,12928
260010,Concept Communication Corp.,Concept Communications,Concept Communications Corp,16,3624
900913,Connecticut Education Network,Connecticut Education Network,Connecticut Education Network,09,52981
902030,"ConnectLink, Inc","ConnectLink, Inc","ConnectLink, Inc",21,16867
130335,"Consolidated Communications, Inc.",Consolidated Communications,Consolidated Communications,42,138637
130335,"Consolidated Communications, Inc.",Consolidated Communications of Fort Bend Company,Consolidated Communications,48,168407
130335,"Consolidated Communications, Inc.",Consolidated Communications of Texas Company,Consolidated Communications,48,267979
130335,"Consolidated Communications, Inc.","Illinois Consolidated Telephone Company, Inc.",Consolidated Communications,17,148335
130335,"Consolidated Communications, Inc.",SureWest TeleVideo,SureWest Broadband,06,720212
240300,"Consolidated Communications, Inc. (NE)","Consolidated Companies, Inc.","Consolidated Telco, Inc.",31,2868
240300,"Consolidated Communications, Inc. (NE)","Consolidated Companies, Inc.","Consolidated Telecom, Inc.",31,2316
240300,"Consolidated Communications, Inc. (NE)","Consolidated Companies, Inc.",Consolidated Telephone Company,31,4492
240300,"Consolidated Communications, Inc. (NE)","Consolidated Companies, Inc.","Curtis Telephone Company, Inc.",31,1340
130337,Consolidated Telcom,Consolidated Telcom,Consolidated Telcom,38,34825
130337,Consolidated Telcom,Consolidated Telecom,Consolidated Telecom,46,386
130338,Consolidated Telephone Company,Consolidated Telephone Company,CTC Skywave,27,15911
130338,Consolidated Telephone Company,Consolidated Telephone Company,CTC Telcom,27,53000
130338,Consolidated Telephone Company,Consolidated Telephone Company,SkyZoom,27,27042
900550,"Contact Network, Inc.","Contact Network, Inc.",InLine,28,322377
250031,"Conterra Ultra Broadband Holdings, Inc.","Conterra Ultra Broadband Holdings, Inc.","Conterra Ultra Broadband, LLC",42,3930
240117,"Convergence Technologies, Inc.","Convergence Technologies, Inc.",Convergence Technologies,17,1429792
130340,Conway Corporation,Conway Corporation,Conway Corporation,05,62916
130343,Coon Creek Telephone Company,Coon Creek Telephone,Coon Creek Telecommunications,19,6423
190108,Coon Rapids Municipal Utilities,Coon Rapids Municipal Communications Utility,Coon Rapids Municipal Communications Utility,19,1352
130344,"Coon Valley Cooperative Telephone Association, Inc.",Coon Valley Cooperative Telephone,Coon Valley Cooperative Telephone,19,1443
130344,"Coon Valley Cooperative Telephone Association, Inc.",Coon Valley Cooperative Telephone,PowerNet,19,2989
130345,"Coon Valley Farmers Telephone Company, Inc.",Coon Valley Farmers Telephone Company,Coon Valley Farmers Telephone Company,55,4875
270028,Cooperative Light & Power,Lakenet Communications,Cooperative Power and Light,27,10526
130346,Cooperative Telephone Company,Cooperative Telephone Company,Cooperative Telephone Company,19,6927
130347,Cooperative Telephone Exchange,Cooperative Telephone Exchange,Cooperative Telephone Exchange,19,1485
130348,Coosa Cable Company-Cable Vision Services,Coosa Cable Company Inc.,Coosa Cable Company Inc.,01,40762
900597,Coppernet Systems Inc.,Coppernet Systems Inc,Coppernet Systems Inc,04,69995
130349,Copper Valley Telephone Cooperative,"Copper Valley Telephone Cooperative, Inc.","Copper Valley Telephone Cooperative, Inc.",02,6587
130349,Copper Valley Telephone Cooperative,"Copper Valley Wireless, Inc.","Copper Valley Wireless, Inc.",02,7703
190446,"Coral Wireless, LLC",CORAL WIRELESS LLC,MOBI PCS,15,1133826
130352,"Cordova Telephone Cooperative, Inc.","Cordova Telephone Cooperative, Inc.","Cordova Telephone Cooperative, Inc.",02,2100
130353,Corn Belt Telephone Company,Corn Belt Telephone Company,Corn Belt Telephone Company,19,9022
190109,"CornerStone Telephone Company, LLC",Richmond Telephone Company,Richmond Telephone Company,25,1534
210023,Country Connections LLC,Country Connections LLC,Country Connections LLC,39,151879
190111,Country Vision Cable,Country Vision Cable Inc.,Country Vision Cable Inc.,41,2642
901015,Countrywide Wireless,Countrywide Wireless,Countrywide Wireless,45,7870
900760,"Country Wireless, LLC","Country Wireless, LLC",Country Wireless,55,54407
901016,Cowboy Telephone Inc.,Cowboy Telephone Inc.,Cowboy.net,40,88145
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,05,619765
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,06,3505928
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,09,436196
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,19,71821
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,20,1075486
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,22,1896909
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,25,2426
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,31,667426
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,39,241451
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,40,1798805
130360,"Cox Communications, Inc.",CoxCom Inc.,Cox Communications,44,1044737
130360,"Cox Communications, Inc.","CoxCom, Inc.",Cox Communications,16,18034
130360,"Cox Communications, Inc.","CoxCom, Inc.",Cox Communications,32,1991951
130360,"Cox Communications, Inc.",COXCOM INC,COX COMMUNICATIONS,51,2746588
130360,"Cox Communications, Inc.",Cox Comm Inc.,Cox Communications,12,720753
130360,"Cox Communications, Inc.",Cox Communications,Cox Com Inc,04,4700246
130360,"Cox Communications, Inc.","Cox Communications, Inc",Cox Communications,13,298541
130360,"Cox Communications, Inc.","Cox Communications, LLC",Cox Broadband,17,1562
130360,"Cox Communications, Inc.","Cox Communications, LLC",Cox Wireless,17,154633
900106,Coyote Wireless Broadband LLC,Coyote Wireless Broadband LLC,Coyote Wireless Broadband LLC,39,9126
130361,Cozad Telephone Company,Cozad Telephone Company,Cozad Telephone Company,31,21574
130362,"CP-Tel Holdings, Inc.",Campti Pleasant Hill Telephone Company,Campti Pleasant Hill Telephone Company,22,6602
130362,"CP-Tel Holdings, Inc.",CP-Tel Network Services,CP-Tel Network Services,22,23882
900761,"Craig Cable TV, Inc.","Craig Cable TV, Inc.","Craig Cable TV, Inc.",02,1641
130363,"Craigville Telephone Company, Inc.","Craigville Telephone Company, Inc.",AdamsWeslls Telecom,18,13063
130363,"Craigville Telephone Company, Inc.",OnlyInternet.net,OnlyInternet.net,18,324591
210109,Craner Technology Services,Craner Technology Services,Craner Technology Services,16,4296
130364,Craw-Kan,Craw Kan Telephone Cooperative Inc,Craw Kan Telephone Cooperative Inc,40,287
130364,Craw-Kan,"Craw-Kan Telephone Cooperative, Inc.",Craw-Kan Telephone,29,8446
130364,Craw-Kan,"Craw-Kan Telephone Cooperative, Inc.","Craw-Kan Telephone Cooperative, Inc.",20,32065
150245,"CresComm WiFi, LLC","CresComm WiFi, LLC",CresComm Broadband,53,31890
900598,Critical Hub Networks,Critical Hub Networks,Caribe.Net,72,624018
130367,Crosslake Telephone Company,Crosslake Telephone Company,Crosslake Communications,27,2648
130366,Cross Telephone Company LLC,Cross Telephone Company LLC,Cross Cable LLC,40,156840
130366,Cross Telephone Company LLC,Cross Wireless,Sprocket Wireless,40,585293
250034,Cross Valliant Cellular Partnership,Cross Valliant Cellular,Sprocket Wireless,40,53874
130368,Crossville Telephone Company,"Crossville Telephone Company, Inc.",Crossville Communications,17,1263
130369,Crown Point Telephone Corporation,Crown Point Telephone Corporation,Crown Point Telephone Corporation,36,1986
900109,CRU Enterprises,CRU Enterprises,CRU Enterprises,47,15467
230010,"Crystal Automation Systems, Inc.",Crystal Automation Systems,"Casair, Inc.",26,394784
130370,"CSC Holdings, LLC","Cablevision Lightpath, Inc.",Cablevision-Lightpath,36,385712
130370,"CSC Holdings, LLC",CSC Holdings Inc,Cablevision,09,3476
130370,"CSC Holdings, LLC","CSC Holdings, Inc",Bresnan Communications,30,634414
130370,"CSC Holdings, LLC","CSC Holdings, Inc",Cablevision,09,850453
130370,"CSC Holdings, LLC","CSC Holdings, Inc",Lightpath,09,38435
130370,"CSC Holdings, LLC","CSC Holdings, Inc.",Bresnan Communications,56,360078
130370,"CSC Holdings, LLC","CSC Holdings, Inc.",Cablevision-Optimum,36,8556123
130370,"CSC Holdings, LLC",CSC HOLDINGS INC,CABLEVISION,34,4137397
130370,"CSC Holdings, LLC",CSC HOLDINGS INC,LIGHTPATH,34,163813
130370,"CSC Holdings, LLC","CSC HOLDINGS, INC",BRESNAN COMMUNICATIONS,49,32193
130370,"CSC Holdings, LLC","CSC HOLDINGS, INC",CABLEVISION,42,4756
130370,"CSC Holdings, LLC","CSC Holdings, LLC",Bresnan Communications,08,367167
240028,CSInet Internet Access Corp.,CSInet Internet Access Corp.,CSInet Internet Access Corp.,18,330218
240028,CSInet Internet Access Corp.,CSInet Internet Access Corp.,CSInet Internet Access Corp.,26,51331
900710,C.T. Cube,C.T. Cube,West Central Net,48,285754
902061,"Cue Band, LLC","Cue Band, LLC","Cue Band, LLC",39,18685
900914,Cumberland Cellular Partnership,Cumberland Cellular Partnership,Bluegrass Cellular,21,128225
130374,Cumberland Telephone Company,Cumberland Telephone Company,CTC,19,7218
130375,"Cumby Telephone Cooperative, Inc.","Cumby Telephone Coop., Inc.",Personal Touch Communications,48,12269
131900,"Cunningham Management, Inc.","Cunningham Communications, Inc.",Cunningham Telephone & Cable,20,15871
130378,Custer Telephone Cooperative Inc.,Custer Telephone Broadband Services LLC.,Custer Telephone Broadband Services,16,5464
130378,Custer Telephone Cooperative Inc.,"Custer Telephone Cooperative, Inc.","Custer Telephone Cooperative, Inc.",16,3115
900110,Cyber Broadband,Cyber Broadband,CyberBroadband,01,73777
900111,"Cyber Broadcasting, LLC","Cyber Broadcasting, LLC","Cyber Broadcasting, LLC",17,350564
230011,"Cyberdyne Networks, Inc.",Cyberdyne Networks,Skynet Broadband,53,70609
190506,Cyber Mesa,Cyber Mesa Computer Systems Incorporated,Cyber Mesa Telecom,35,31259
260015,"Cybernet1, Inc.","Cybernet1, Inc.","Cybernet1, Inc.",30,28712
210024,"CyberNet Communications, Inc.","CyberNet Communications, Inc","CyberNet Communications, Inc",06,3598133
900114,"Cyberpine Cooperative, Inc.","Cyberpine Cooperative, Inc.","Cyberpine Cooperative, Inc.",33,1790
150202,Cygnus Communications Corporation,Cygnus Communications Corporation,Cygnus Communications Corporation,17,107340
150202,Cygnus Communications Corporation,Cygnus Communications Corporation,Cygnus Communications Corporation; iSWAN High-Speed Internet,17,409447
900915,Dakota Carrier Network,Dakota Carrier Network,Dakota Carrier Network,38,509373
130387,Dakota Central Telecommunications Cooperative,Dakota Central Telecommunications Cooperative,Dakota Central Telecommunications Cooperative,38,25884
900115,Dale-Media Inc.,"Dale-Media, Inc.",Media Cast,37,19021
130390,Danville Mutual Telephone Company,Danville Mutual Telephone Company,Danville Telecom,19,2521
130391,"Darien Telephone Company, Inc.","Darien Telephone Company, Inc.","Darien Communications, Inc.",13,14411
190114,Dark Horse Networks,"Dark Horse Networks, LLC",Dark Horse Networks,39,15165
900602,DataBit Solutions Corp,DataBit Solutions Corp,DataBit Solutions,39,19507
900603,Data-Max Wireless,Data-Max Wireless,Data-Max Wireless,04,64198
900116,"Data Moving Company, Inc.","Data Moving Company, Inc.","Future Link of Illinois, Inc.",17,762845
160159,"DataNet Communications Group, Inc.",DataNet Communications Group,Lightower Fiber Networks,09,570316
900357,Data Technology Internet Service Provider,Data Technology Internet Service Provider,Data Technology Internet Service Provider,05,14147
160113,"Data Truck, LLC",Data Truck LLC,Data Truck LLC,46,25026
130393,Daviess-Martin County RTC,Daviess-Martin Rural Telephone Corporation,RTC Communications,18,14272
240032,DayStarr LLC,"Daystarr Communications, LLC","Daystarr Communications, LLC",26,50221
150249,"DC Access, LLC","DC Access, LLC","DC Access, LLC",11,58828
902067,"DC Wireless ISP, Inc.","DC Wireless ISP, Inc.",DC Wireless,41,265025
130386,"D D & B, Inc.",PGTELCO INTERNET,PGTELCO INTERNET,05,25798
130395,"Decatur Holding Company, Inc.",Decatur Telephone Co. Inc.,Decatur Telephone Co. Inc.,28,6562
140064,"Defiance Holdings, LLC","MetaLINK Technologies, Inc","MetaLINK Technologies, Inc",18,68067
140064,"Defiance Holdings, LLC","MetaLINK Technologies, Inc.","MetaLINK Technologies, Inc.",26,35467
140064,"Defiance Holdings, LLC","MetaLINK Technologies, Inc.","MetaLINK Technologies, Inc.",39,595503
130396,"DeKalb Telephone Cooperative, Inc.","DeKalb Telephone Cooperative, Inc.",DTC Communications,47,53897
130398,Delcambre Telephone Co.,"Delcambre Telephone Co., LLC","Delcambre Telephone Co., LLC",22,5193
130399,Delhi Telephone Company,Delhi Telephone Company,Delhi Telephone,36,7926
130400,"Dell Telephone Cooperative, Inc.","Dell Telephone Cooperative, Inc.","Dell Telephone Cooperative, Inc.",35,350
130400,"Dell Telephone Cooperative, Inc.","Dell Telephone Cooperative, Inc.","Dell Telephone Cooperative, Inc.",48,1253
130401,Delta Communications,Delta Communications,"Clearwave Communications, LLC",17,249836
900762,Delta Link Inc,Delta Link Inc,Delta Link Inc,28,29237
900300,Demopolis CATV,Demopolis CATV,Demopolis CATV,01,7605
130402,"DerbyTech, Inc.","DerbyNet, LLC","DerbyNet, LLC",17,347737
220021,"Desert iNET, LLC",Desert iNET LLC,Desert iNET LLC,04,114122
270032,Desert Winds Wireless LLC,Desert Winds Wireless,Desert Winds Wireless,53,269361
130405,Dickey Rural Telephone Cooperative,Dickey Rural Telephone Cooperative,Dickey Rural Telephone Cooperative,38,17663
900118,"DigiComm Enterprises, LLC","DigiComm Enterprises, LLC",DCTexas Internet,48,143130
901017,"Digital Passage, Inc.","Digital Passage, Inc.","Digital Passage, Inc.",48,187608
190123,"DigitalPath, Inc.","Digital Path, Inc.","DigitalPath, Inc.",06,5647596
900520,Digitex.com,Digitex.com,Digitex.com,48,100050
150250,Diller Telephone Company,Diller Telephone Company,Diller Telephone Company,20,185
150250,Diller Telephone Company,Diller Telephone Company,Diode Communications,20,80
150250,Diller Telephone Company,Diller Telephone Company,Diode Communications,31,98577
190124,DiMan Systems,DiMan Systems,Internet Kmoraine,55,55682
900516,Direct Communications Cable,Direct Communications Cable,Direct Communications,16,13317
270033,Directlink LLC,"DirectLink, LLC","DirectLink, LLC",08,2479448
900689,"Dish Guys of Southern Utah, Inc.","Dish Guys of Southern Utah, Inc.",Skywire Communications,49,180988
210028,"Diverse Datum, Inc.","Diverse Datum, Inc","Diverse Datum, Inc",08,91560
170040,"Dixie-Net, Inc.",Dixie-Net,Dixie-Net,28,709707
130410,Dixon Telephone Company,Dixon Telephone Company,Dixon Telephone Company,19,1723
902015,"DJK Link, Inc.","DJK Link, Inc.","DJK Link, Inc.",17,19179
902016,DLS Internet Services,DLS Internet Services,DLS Internet Services,17,770326
900119,Dlux Information Systems,Dlux Information Systems,Dlux Information Systems,05,311783
220020,"DMCI Broadband, LLC.","DMCI Broadband, LLC","DMCI Broadband, LLC",26,105220
900764,Dnet Internet Services,Dnet Internet Services,Dnet Internet Services,37,11027
901018,Double Dog,Double Dog,Double Dog,42,14066
900396,"Douglas Services, Inc.","Douglas Services, Inc.",Douglas Fast Net,41,68870
130416,Doylestown Telephone Company,"Doylestown Communications, Inc.",Doylestown Cable TV,39,9994
130416,Doylestown Telephone Company,"Doylestown Communications, Inc.",Heritage Telephone Company,39,7185
130416,Doylestown Telephone Company,"Doylestown Communications, Inc.",Ohio.Net Internet Providers,39,8204
130385,"D & P Communications, Inc.","D&P Communications, Inc.","D&P Cable, Incorporated",26,39632
130385,"D & P Communications, Inc.","D&P Communications, Inc.",D&P Communications,26,66154
130385,"D & P Communications, Inc.","D&P Communications, Inc.",D&P Communications,39,1419
131432,DTR Holdings LLC,VI PowerNet LLC,Innovative Companies,78,52003
131432,DTR Holdings LLC,VI PowerNet LLC,Innovative PowerNet,78,61249
900388,DukeNet Communications,DukeNet Communications,DukeNet Communications,37,5674
130419,Dumont Telephone Company,Dumont Telephone Company,Dumont Telephone Company,19,2797
130420,"Dunbarton Telephone Company, Inc.",Dunbarton Telephone,"Dunbarton Telephone Company, Inc.",33,17985
130420,"Dunbarton Telephone Company, Inc.","Dunbarton Telephone Company, Inc.","Dunbarton Telephone Company, Inc.",33,2078
900459,Duncan Cable,Duncan Cable,Duncan Cable,50,2092
130421,Dunkerton Telephone Cooperative,Dunkerton Telephone Cooperative,Dunkerton Telephone Cooperative,19,2058
900502,Dunklin Communication,Dunklin Communication,Direct Connect 1,05,74354
130423,Duo County Telephone Cooperative Inc.,Duo County Telephone Cooperative,Duo County Telecom,21,17729
130423,Duo County Telephone Cooperative Inc.,Duo County Telephone Cooperative,"Duo County Telephone Cooperative, Inc.",21,22372
130425,DWL Holding Company,"Dobson Telephone Company, Inc.","Dobson Telephone Company, McLoud Division",40,33170
131485,"Dycom Holding, Inc.",Wilkes Telephone and Electric Co.,Wilkes Telephone and Electric Co.,13,19722
130429,"Eagle Communications, Inc.","Eagle Communications, Inc.",Eagle Cable TV And Internet,08,2587
130429,"Eagle Communications, Inc.","Eagle Communications, Inc.","Eagle Communications, Inc.",20,136935
900766,"Eagle Communications, LLC","Eagle Communications, LLC","Safe-T.net, LLC",39,76972
190438,"Eaglenet, Inc.","JAS Networks, Inc.",JAS Networks,26,442569
190438,"Eaglenet, Inc.","The Iserv Company, LLC",Iserv,26,5217003
130431,"Eagle Telephone Systems, Inc.","Eagle Telephone System, INC","Eagle Telephone System, INC",41,538
900122,EagleZipCom LLC,EagleZipCom LLC,EagleZip.com,42,6056
